UID,Year,Location,Competition,Phase,Class,Rank,Bib,Athlete Name,Nation,Gate 1,Gate 2,Gate 3,Gate 4,Gate 5,Gate 6,Gate 7,Gate 8,Gate 9,Gate 10,Gate 11,Gate 12,Gate 13,Gate 14,Gate 15,Gate 16,Gate 17,Gate 18,Gate 19,Gate 20,Gate 21,Gate 22,Gate 23,Gate 24,Gate 25,Raw Time,Total Penalties,Total Time,Heats Format,Raw % Behind,Total % Behind,Year of Birth
2012 Seu World Cup 3 Heat 2 K1W 36,2012,Seu,World Cup 3,Heat 2,K1W,36,245,Thea FROEHLICH,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,115.35,0,115.35,Best of 2,129.06%,129.06%,1991
2012 Seu World Cup 3 Heat 1 K1W 51,2012,Seu,World Cup 3,Heat 1,K1W,51,248,Olena US,UKR,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,114.22,50,164.22,Best of 2,124.82%,179.46%,1993
2012 Seu World Cup 3 Heat 2 K1W 38,2012,Seu,World Cup 3,Heat 2,K1W,38,248,Olena US,UKR,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,,,116.51,2,118.51,Best of 2,130.35%,132.59%,1993
2012 Seu World Cup 3 Heat 1 K1W 52,2012,Seu,World Cup 3,Heat 1,K1W,52,254,Celia JODAR,MAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,,,118.69,50,168.69,Best of 2,129.70%,184.34%,1988
2012 Seu World Cup 3 Heat 2 K1W 39,2012,Seu,World Cup 3,Heat 2,K1W,39,254,Celia JODAR,MAR,-,-,2,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,,,118.25,6,124.25,Best of 2,132.30%,139.01%,1988
2012 Seu World Cup 3 Heat 1 K1W 55,2012,Seu,World Cup 3,Heat 1,K1W,55,253,Florence MAHEU,CAN,50,-,-,-,-,-,-,2,2,50,50,-,2,-,-,-,-,-,-,-,-,-,-,,,124.64,156,280.64,Best of 2,136.20%,306.68%,1993
2012 Seu World Cup 3 Heat 2 K1W 40,2012,Seu,World Cup 3,Heat 2,K1W,40,253,Florence MAHEU,CAN,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,120.45,4,124.45,Best of 2,134.76%,139.24%,1993
2012 Seu World Cup 3 Heat 1 K1W 46,2012,Seu,World Cup 3,Heat 1,K1W,46,233,Luuka JONES,NZL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,,,97.44,50,147.44,Best of 2,106.48%,161.12%,1988
2012 Seu World Cup 3 Heat 2 K1W 44,2012,Seu,World Cup 3,Heat 2,K1W,44,233,Luuka JONES,NZL,-,-,-,-,-,-,2,-,-,-,-,-,-,2,-,50,-,-,-,-,-,-,-,,,97.1,54,151.1,Best of 2,108.64%,169.05%,1988
2012 Seu World Cup 3 Heat 1 K1W 48,2012,Seu,World Cup 3,Heat 1,K1W,48,238,Maria FEREKIDOU,GRE,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,100.22,52,152.22,Best of 2,109.52%,166.34%,1982
2012 Seu World Cup 3 Heat 2 K1W 42,2012,Seu,World Cup 3,Heat 2,K1W,42,238,Maria FEREKIDOU,GRE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,,,99.71,50,149.71,Best of 2,111.56%,167.50%,1982
2012 Seu World Cup 3 Heat 1 K1W 53,2012,Seu,World Cup 3,Heat 1,K1W,53,246,Sevinch ISMAILOVA,BLR,-,-,-,-,-,-,-,-,-,50,-,-,-,-,-,-,-,50,-,-,-,-,-,,,109.45,100,209.45,Best of 2,119.60%,228.88%,1986
2012 Seu World Cup 3 Heat 2 K1W 53,2012,Seu,World Cup 3,Heat 2,K1W,53,246,Sevinch ISMAILOVA,BLR,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,50,50,50,-,-,-,,,106.86,152,258.86,Best of 2,119.56%,289.62%,1986
2012 Seu World Cup 3 Semi-Final K1W 1,2012,Seu,World Cup 3,Semi-Final,K1W,1,208,Katerina KUDEJOVA,CZE,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,105.87,2,107.87,Best of 2,100.00%,100.00%,1990
2012 Seu World Cup 3 Semi-Final K1W 1,2012,Seu,World Cup 3,Semi-Final,K1W,1,211,Ursa KRAGELJ,SLO,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,103.87,4,107.87,Best of 2,98.11%,100.00%,1988
2012 Seu World Cup 3 Semi-Final K1W 3,2012,Seu,World Cup 3,Semi-Final,K1W,3,209,Jessica FOX,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,108.27,0,108.27,Best of 2,102.27%,100.37%,1994
2012 Seu World Cup 3 Semi-Final K1W 4,2012,Seu,World Cup 3,Semi-Final,K1W,4,207,Violetta OBLINGER-PETERS,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,108.52,0,108.52,Best of 2,102.50%,100.60%,1977
2012 Seu World Cup 3 Semi-Final K1W 5,2012,Seu,World Cup 3,Semi-Final,K1W,5,218,Cindy POESCHEL,GER,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,106.89,2,108.89,Best of 2,100.96%,100.95%,1990
2012 Seu World Cup 3 Semi-Final K1W 6,2012,Seu,World Cup 3,Semi-Final,K1W,6,214,Emilie FER,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,107.49,2,109.49,Best of 2,101.53%,101.50%,1983
2012 Seu World Cup 3 Semi-Final K1W 7,2012,Seu,World Cup 3,Semi-Final,K1W,7,225,Aleksandra PEROVA,RUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,111.15,0,111.15,Best of 2,104.99%,103.04%,1982
2012 Seu World Cup 3 Semi-Final K1W 8,2012,Seu,World Cup 3,Semi-Final,K1W,8,202,Melanie PFEIFER,GER,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,2,-,-,-,-,,,105.55,6,111.55,Best of 2,99.70%,103.41%,1986
2012 Seu World Cup 3 Semi-Final K1W 9,2012,Seu,World Cup 3,Semi-Final,K1W,9,212,Elizabeth NEAVE,GBR,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,110.67,2,112.67,Best of 2,104.53%,104.45%,1987
2012 Seu World Cup 3 Semi-Final K1W 10,2012,Seu,World Cup 3,Semi-Final,K1W,10,219,Jingjing LI,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,113.03,0,113.03,Best of 2,106.76%,104.78%,1985
2012 Seu World Cup 3 Semi-Final K1W 11,2012,Seu,World Cup 3,Semi-Final,K1W,11,231,Marta MARTINEZ,ESP,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,109.24,4,113.24,Best of 2,103.18%,104.98%,1989
2012 Seu World Cup 3 Semi-Final K1W 12,2012,Seu,World Cup 3,Semi-Final,K1W,12,224,Natalia PACIERPNIK,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,111.26,2,113.26,Best of 2,105.09%,105.00%,1988
2012 Seu World Cup 3 Semi-Final K1W 13,2012,Seu,World Cup 3,Semi-Final,K1W,13,203,Maialen CHOURRAUT,ESP,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,111.61,2,113.61,Best of 2,105.42%,105.32%,1983
2012 Seu World Cup 3 Semi-Final K1W 14,2012,Seu,World Cup 3,Semi-Final,K1W,14,223,Louise DONINGTON,GBR,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,110.15,6,116.15,Best of 2,104.04%,107.68%,1984
2012 Seu World Cup 3 Semi-Final K1W 15,2012,Seu,World Cup 3,Semi-Final,K1W,15,210,Irena PAVELKOVA,CZE,2,-,2,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,2,-,,,108.75,8,116.75,Best of 2,102.72%,108.23%,1974
2012 Seu World Cup 3 Semi-Final K1W 16,2012,Seu,World Cup 3,Semi-Final,K1W,16,220,Ricarda FUNK,GER,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,,,111.29,6,117.29,Best of 2,105.12%,108.73%,1992
2012 Seu World Cup 3 Semi-Final K1W 17,2012,Seu,World Cup 3,Semi-Final,K1W,17,205,Elena KALISKA,SVK,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,,,111.4,6,117.4,Best of 2,105.22%,108.83%,1972
2012 Seu World Cup 3 Semi-Final K1W 18,2012,Seu,World Cup 3,Semi-Final,K1W,18,234,Lu LI,CHN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,115.52,2,117.52,Best of 2,109.11%,108.95%,1992
2012 Seu World Cup 3 Semi-Final K1W 19,2012,Seu,World Cup 3,Semi-Final,K1W,19,239,Olivia BYRNE-SUTTON,SUI,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,117.95,0,117.95,Best of 2,111.41%,109.34%,
2012 Seu World Cup 3 Semi-Final K1W 20,2012,Seu,World Cup 3,Semi-Final,K1W,20,227,Sarah GRANT,AUS,-,-,-,-,-,2,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,,,112.17,6,118.17,Best of 2,105.95%,109.55%,
2012 Seu World Cup 3 Semi-Final K1W 21,2012,Seu,World Cup 3,Semi-Final,K1W,21,242,Viktoriya US,UKR,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,116.32,2,118.32,Best of 2,109.87%,109.69%,1993
2012 Seu World Cup 3 Semi-Final K1W 22,2012,Seu,World Cup 3,Semi-Final,K1W,22,229,Ekaterina PEROVA,RUS,-,-,-,-,-,2,-,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,112.83,6,118.83,Best of 2,106.57%,110.16%,1985
2012 Seu World Cup 3 Semi-Final K1W 23,2012,Seu,World Cup 3,Semi-Final,K1W,23,206,Fiona PENNIE,GBR,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,,,113.36,6,119.36,Best of 2,107.07%,110.65%,1982
2012 Seu World Cup 3 Semi-Final K1W 24,2012,Seu,World Cup 3,Semi-Final,K1W,24,232,Irati GOIKOETXEA,ESP,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,2,-,,,113.37,6,119.37,Best of 2,107.08%,110.66%,1986
2012 Seu World Cup 3 Semi-Final K1W 25,2012,Seu,World Cup 3,Semi-Final,K1W,25,217,Caroline LOIR,FRA,-,-,-,-,2,-,-,2,-,-,-,2,-,-,-,-,-,-,2,-,-,-,-,,,111.57,8,119.57,Best of 2,105.38%,110.85%,1988
2012 Seu World Cup 3 Semi-Final K1W 26,2012,Seu,World Cup 3,Semi-Final,K1W,26,201,Corinna KUHNLE,AUT,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,115.76,4,119.76,Best of 2,109.34%,111.02%,1987
2012 Seu World Cup 3 Semi-Final K1W 27,2012,Seu,World Cup 3,Semi-Final,K1W,27,241,Yuriko TAKESHITA,JPN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,119.54,2,121.54,Best of 2,112.91%,112.67%,1988
2012 Seu World Cup 3 Semi-Final K1W 28,2012,Seu,World Cup 3,Semi-Final,K1W,28,215,Katrina LAWRENCE,AUS,-,-,-,-,-,50,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,,,111.29,52,163.29,Best of 2,105.12%,151.38%,1983
2012 Seu World Cup 3 Semi-Final K1W 29,2012,Seu,World Cup 3,Semi-Final,K1W,29,213,Eva TERCELJ,SLO,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,50,-,-,2,-,,,110.94,56,166.94,Best of 2,104.79%,154.76%,1992
2012 Seu World Cup 3 Semi-Final K1W 30,2012,Seu,World Cup 3,Semi-Final,K1W,30,204,Dana MANN,SVK,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,50,-,-,,,117.61,54,171.61,Best of 2,111.09%,159.09%,1984
2012 Seu World Cup 3 Final K1W 1,2012,Seu,World Cup 3,Final,K1W,1,211,Ursa KRAGELJ,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,104.66,0,104.66,Best of 2,100.00%,100.00%,1988
2012 Seu World Cup 3 Final K1W 2,2012,Seu,World Cup 3,Final,K1W,2,214,Emilie FER,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,106.17,0,106.17,Best of 2,101.44%,101.44%,1983
2012 Seu World Cup 3 Final K1W 3,2012,Seu,World Cup 3,Final,K1W,3,208,Katerina KUDEJOVA,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,104.52,2,106.52,Best of 2,99.87%,101.78%,1990
2012 Seu World Cup 3 Final K1W 4,2012,Seu,World Cup 3,Final,K1W,4,207,Violetta OBLINGER-PETERS,AUT,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,109.32,0,109.32,Best of 2,104.45%,104.45%,1977
2012 Seu World Cup 3 Final K1W 5,2012,Seu,World Cup 3,Final,K1W,5,202,Melanie PFEIFER,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,,,107.59,2,109.59,Best of 2,102.80%,104.71%,1986
2012 Seu World Cup 3 Final K1W 6,2012,Seu,World Cup 3,Final,K1W,6,209,Jessica FOX,AUS,-,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,-,-,2,-,,,105.45,6,111.45,Best of 2,100.75%,106.49%,1994
2012 Seu World Cup 3 Final K1W 7,2012,Seu,World Cup 3,Final,K1W,7,219,Jingjing LI,CHN,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,,,110.61,4,114.61,Best of 2,105.69%,109.51%,1985
2012 Seu World Cup 3 Final K1W 8,2012,Seu,World Cup 3,Final,K1W,8,218,Cindy POESCHEL,GER,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,114.34,2,116.34,Best of 2,109.25%,111.16%,1990
2012 Seu World Cup 3 Final K1W 9,2012,Seu,World Cup 3,Final,K1W,9,225,Aleksandra PEROVA,RUS,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,,,110.7,8,118.7,Best of 2,105.77%,113.41%,1982
2012 Seu World Cup 3 Final K1W 10,2012,Seu,World Cup 3,Final,K1W,10,212,Elizabeth NEAVE,GBR,-,-,-,-,-,2,50,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,,,111.5,54,165.5,Best of 2,106.54%,158.13%,1987
2012 Seu World Cup 3 Heat 1 K1M 30,2012,Seu,World Cup 3,Heat 1,K1M,30,122,William FORSYTHE,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,87,2,89,Best of 2,102.45%,104.80%,1986
2012 Seu World Cup 3 Heat 2 K1M 1,2012,Seu,World Cup 3,Heat 2,K1M,1,122,William FORSYTHE,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.09,0,84.09,Best of 2,100.00%,100.00%,1986
2012 Seu World Cup 3 Heat 1 K1M 10,2012,Seu,World Cup 3,Heat 1,K1M,10,114,Vivien COLOBER,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.39,0,86.39,Best of 2,101.73%,101.73%,1991
2012 Seu World Cup 3 Heat 2 K1M 2,2012,Seu,World Cup 3,Heat 2,K1M,2,114,Vivien COLOBER,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.9,0,84.9,Best of 2,100.96%,100.96%,1991
2012 Seu World Cup 3 Heat 1 K1M 1,2012,Seu,World Cup 3,Heat 1,K1M,1,102,Vavrinec HRADILEK,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.92,0,84.92,Best of 2,100.00%,100.00%,1987
2012 Seu World Cup 3 Heat 1 K1M 16,2012,Seu,World Cup 3,Heat 1,K1M,16,130,Eoin RHEINISCH,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.88,0,86.88,Best of 2,102.31%,102.31%,1980
2012 Seu World Cup 3 Heat 2 K1M 3,2012,Seu,World Cup 3,Heat 2,K1M,3,130,Eoin RHEINISCH,IRL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.98,0,84.98,Best of 2,101.06%,101.06%,1980
2012 Seu World Cup 3 Heat 1 K1M 2,2012,Seu,World Cup 3,Heat 1,K1M,2,119,Martin HALCIN,SVK,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.99,0,84.99,Best of 2,100.08%,100.08%,1991
2012 Seu World Cup 3 Heat 1 K1M 3,2012,Seu,World Cup 3,Heat 1,K1M,3,110,Campbell WALSH,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,85.02,0,85.02,Best of 2,100.12%,100.12%,1977
2012 Seu World Cup 3 Heat 1 K1M 13,2012,Seu,World Cup 3,Heat 1,K1M,13,103,Samuel HERNANZ,ESP,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.71,2,86.71,Best of 2,99.75%,102.11%,1986
2012 Seu World Cup 3 Heat 2 K1M 4,2012,Seu,World Cup 3,Heat 2,K1M,4,103,Samuel HERNANZ,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,85.05,0,85.05,Best of 2,101.14%,101.14%,1986
2012 Seu World Cup 3 Heat 1 K1M 4,2012,Seu,World Cup 3,Heat 1,K1M,4,126,Richard HOUNSLOW,GBR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,85.43,0,85.43,Best of 2,100.60%,100.60%,1981
2012 Seu World Cup 3 Heat 2 K1M 29,2012,Seu,World Cup 3,Heat 2,K1M,29,126,Richard HOUNSLOW,GBR,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,,,85.34,4,89.34,Best of 2,101.49%,106.24%,1981
2012 Seu World Cup 3 Heat 1 K1M 5,2012,Seu,World Cup 3,Heat 1,K1M,5,107,Sebastian SCHUBERT,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,85.63,0,85.63,Best of 2,100.84%,100.84%,1988
2012 Seu World Cup 3 Heat 2 K1M 11,2012,Seu,World Cup 3,Heat 2,K1M,11,107,Sebastian SCHUBERT,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.91,0,86.91,Best of 2,103.35%,103.35%,1988
2012 Seu World Cup 3 Heat 1 K1M 6,2012,Seu,World Cup 3,Heat 1,K1M,6,125,Vit PRINDIS,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,85.86,0,85.86,Best of 2,101.11%,101.11%,1989
2012 Seu World Cup 3 Heat 2 K1M 24,2012,Seu,World Cup 3,Heat 2,K1M,24,125,Vit PRINDIS,CZE,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,,,82.89,6,88.89,Best of 2,98.57%,105.71%,1989
2012 Seu World Cup 3 Heat 1 K1M 6,2012,Seu,World Cup 3,Heat 1,K1M,6,101,Daniele MOLMENTI,ITA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,85.86,0,85.86,Best of 2,101.11%,101.11%,1984
2012 Seu World Cup 3 Heat 1 K1M 19,2012,Seu,World Cup 3,Heat 1,K1M,19,118,Fabian DOERFLER,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,87.08,0,87.08,Best of 2,102.54%,102.54%,1984
2012 Seu World Cup 3 Heat 2 K1M 5,2012,Seu,World Cup 3,Heat 2,K1M,5,118,Fabian DOERFLER,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,,,84.14,2,86.14,Best of 2,100.06%,102.44%,1984
2012 Seu World Cup 3 Heat 1 K1M 8,2012,Seu,World Cup 3,Heat 1,K1M,8,116,Paul BOECKELMANN,GER,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.19,0,86.19,Best of 2,101.50%,101.50%,1987
2012 Seu World Cup 3 Heat 2 K1M 25,2012,Seu,World Cup 3,Heat 2,K1M,25,116,Paul BOECKELMANN,GER,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,84.91,4,88.91,Best of 2,100.98%,105.73%,1987
2012 Seu World Cup 3 Heat 1 K1M 9,2012,Seu,World Cup 3,Heat 1,K1M,9,109,Dariusz POPIELA,POL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.23,0,86.23,Best of 2,101.54%,101.54%,1985
2012 Seu World Cup 3 Heat 1 K1M 37,2012,Seu,World Cup 3,Heat 1,K1M,37,143,Jim WADE,USA,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,88.09,2,90.09,Best of 2,103.73%,106.09%,
2012 Seu World Cup 3 Heat 2 K1M 6,2012,Seu,World Cup 3,Heat 2,K1M,6,143,Jim WADE,USA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.26,0,86.26,Best of 2,102.58%,102.58%,
2012 Seu World Cup 3 Heat 1 K1M 28,2012,Seu,World Cup 3,Heat 1,K1M,28,121,Janos PETERLIN,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,,,86.75,2,88.75,Best of 2,102.15%,104.51%,1985
2012 Seu World Cup 3 Heat 2 K1M 7,2012,Seu,World Cup 3,Heat 2,K1M,7,121,Janos PETERLIN,SLO,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.37,0,86.37,Best of 2,102.71%,102.71%,1985
2012 Seu World Cup 3 Heat 1 K1M 46,2012,Seu,World Cup 3,Heat 1,K1M,46,112,Lucien DELFOUR,AUS,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,,,88.34,4,92.34,Best of 2,104.03%,108.74%,1988
2012 Seu World Cup 3 Heat 2 K1M 8,2012,Seu,World Cup 3,Heat 2,K1M,8,112,Lucien DELFOUR,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.4,0,86.4,Best of 2,102.75%,102.75%,1988
2012 Seu World Cup 3 Heat 1 K1M 11,2012,Seu,World Cup 3,Heat 1,K1M,11,113,Joan CRESPO,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.44,0,86.44,Best of 2,101.79%,101.79%,1988
2012 Seu World Cup 3 Heat 1 K1M 12,2012,Seu,World Cup 3,Heat 1,K1M,12,123,Warwick DRAPER,AUS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.62,0,86.62,Best of 2,102.00%,102.00%,1976
2012 Seu World Cup 3 Heat 2 K1M 38,2012,Seu,World Cup 3,Heat 2,K1M,38,123,Warwick DRAPER,AUS,-,-,-,-,-,-,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,2,-,,,85.56,6,91.56,Best of 2,101.75%,108.88%,1976
2012 Seu World Cup 3 Heat 1 K1M 14,2012,Seu,World Cup 3,Heat 1,K1M,14,104,Lubos HILGERT,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.72,0,86.72,Best of 2,102.12%,102.12%,1986
2012 Seu World Cup 3 Heat 2 K1M 9,2012,Seu,World Cup 3,Heat 2,K1M,9,104,Lubos HILGERT,CZE,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.7,0,86.7,Best of 2,103.10%,103.10%,1986
2012 Seu World Cup 3 Heat 1 K1M 15,2012,Seu,World Cup 3,Heat 1,K1M,15,115,Etienne DAILLE,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.75,0,86.75,Best of 2,102.15%,102.15%,1989
2012 Seu World Cup 3 Heat 1 K1M 36,2012,Seu,World Cup 3,Heat 1,K1M,36,147,Marc DOMENJO,ESP,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,88.05,2,90.05,Best of 2,103.69%,106.04%,
2012 Seu World Cup 3 Heat 2 K1M 10,2012,Seu,World Cup 3,Heat 2,K1M,10,147,Marc DOMENJO,ESP,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.78,0,86.78,Best of 2,103.20%,103.20%,
2012 Seu World Cup 3 Heat 1 K1M 16,2012,Seu,World Cup 3,Heat 1,K1M,16,117,John HASTINGS,CAN,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.88,0,86.88,Best of 2,102.31%,102.31%,1984
2012 Seu World Cup 3 Heat 2 K1M 27,2012,Seu,World Cup 3,Heat 2,K1M,27,117,John HASTINGS,CAN,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,87.17,2,89.17,Best of 2,103.66%,106.04%,1984
2012 Seu World Cup 3 Heat 1 K1M 18,2012,Seu,World Cup 3,Heat 1,K1M,18,106,Boris NEVEU,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.89,0,86.89,Best of 2,102.32%,102.32%,1986
2012 Seu World Cup 3 Heat 1 K1M 23,2012,Seu,World Cup 3,Heat 1,K1M,23,138,Thomas ROSSET,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,87.33,0,87.33,Best of 2,102.84%,102.84%,1990
2012 Seu World Cup 3 Heat 2 K1M 12,2012,Seu,World Cup 3,Heat 2,K1M,12,138,Thomas ROSSET,FRA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,86.92,0,86.92,Best of 2,103.37%,103.37%,1990
